station,trawl,trawl_date,water_body,location,station_class,lon_start,lat_start,lon_end,lat_end,time_start,time_end,vessel_speed_start_knts,vessel_speed_end_knts,flowm_read_start,flowm_read_end,flowm_dist_m,flowm_area_km2,team,sea_state,wet_mass,dry_mass,air_vel_avg_kt,cloud_cover_avg,air_temp_avg_C,water_temp_avg_C,E_wtr_vel_surf_avg_kt,N_wtr_vel_surf_avg_kt,wv_drctn_avg,wv_prd_avg,sig_wv_ht_avg_m
NK 0003,NK 0003-1,15-May-14,Lake St. Clair,Lake St. Clair,River plume,-82.739120,42.486580,-82.754710,42.481440,12:07,12:27,NA,2.0,000000,058963,1584.514284,0.0009665539999999999,"Greg, Sarah, Rachel, Melissa D.",1-2,4.9,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0003,NK 0003-2,15-May-14,Lake St. Clair,Lake St. Clair,River plume,-82.759216,42.478024,-82.742142,42.487399,12:58,13:18,NA,2.0,058963,125675,1792.753369,0.00109358,"Greg, Sarah, Rachel, Melissa D.",2,7.81,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0003,NK 0003-3,15-May-14,Lake St. Clair,Lake St. Clair,River plume,-82.739979,42.488525,-82.752296,42.485200,13:31,13:54,NA,2.0,125675,167104,1113.3226300000001,0.000679127,"Greg, Sarah, Rachel, Melissa D.",3,5.71,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0004,NK 0004-1,15-May-14,Lake St. Clair,Lake St. Clair,River plume,-82.711555,42.556496,-82.696762,42.555866,15:13,15:34,NA,1.0,167145,229627,1679.0804649999998,0.001024239,"Greg, Sarah, Rachel, Melissa D.",1,17.23,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0005,NK 0005-2,16-May-14,Lake St. Clair,Lake St. Clair,River plume,-82.782166,42.471820,-82.766550,42.473438,12:18,12:38,NA,NA,466229,527973,1659.2481710000002,0.001012141,"Greg, Sarah, Rachel, Melissa D.",0,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0005,NK 0005-3,16-May-14,Lake St. Clair,Lake St. Clair,River plume,-82.759926,42.473690,-82.778473,42.465530,12:50,13:10,NA,NA,527973,592616,1737.153076,0.001059663,"Greg, Sarah, Rachel, Melissa D.",0,33.96,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0005,NK 0005-4,16-May-14,Lake St. Clair,Lake St. Clair,River plume,-82.734103,42.462555,-82.767760,42.467216,13:25,13:45,NA,NA,529616,656845,3419.028336,0.002085607,"Greg, Sarah, Rachel, Melissa D.",0,113.25,14.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0006,NK 0006-1,16-May-14,Lake St. Clair,Lake St. Clair,Urban,-82.703621,42.412777,-82.693405,42.399967,14:32,14:52,NA,NA,656835,727961,1911.370909,0.001165936,"Greg, Sarah, Rachel, Melissa D.",0,16.52,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0006,NK 0006-2,16-May-14,Lake St. Clair,Lake St. Clair,Urban,-82.690208,42.398563,-82.701668,42.407872,15:15,15:35,NA,NA,727961,789509,1653.981058,0.001008928,"Greg, Sarah, Rachel, Melissa D.",0,22.35,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0006,NK 0006-3,16-May-14,Lake St. Clair,Lake St. Clair,Urban,-82.701302,42.407745,-82.690300,42.397888,15:50,16:10,NA,NA,789509,852474,1692.0601370000002,0.001032157,"Greg, Sarah, Rachel, Melissa D.",0,17.43,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0007,NK 0007-1,23-May-14,Detroit Rv.,Upstream of Detroit WWTP,Urban,-83.048900,42.324009,-83.041470,42.325649,11:28,11:48,0.9,1.6,852498,916175,1711.193732,0.0010438280000000001,"Greg, Sarah, Emma, Rachel, Melissa D.",0,33.11,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0007,NK 0007-2,23-May-14,Detroit Rv.,Upstream of Detroit WWTP,Urban,-83.042198,42.325611,-83.067635,42.317375,11:57,12:17,3.7,4.3,916175,974631,1570.889659,0.000958243,"Greg, Sarah, Emma, Rachel, Melissa D.",0,39.66,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0007,NK 0007-3,23-May-14,Detroit Rv.,Upstream of Detroit WWTP,Urban,-83.082077,42.307514,-83.075256,42.312759,12:35,12:55,1.3,1.7,974631,055274,2167.121506,0.001321944,"Greg, Sarah, Emma, Rachel, Melissa D.",0,43.27,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0008,NK 0008-2,23-May-14,Detroit Rv.,Detroit WWTP,WWTP,-83.106598,42.278366,-83.116821,42.258652,15:18,15:38,3.9,4.0,244821,306706,1663.037268,0.001014453,"Greg, Sarah, Emma, Rachel, Melissa D.",0,59.37,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0008,NK 0008-3,23-May-14,Detroit Rv.,Detroit WWTP,WWTP,-83.116585,42.258755,-83.113579,42.263320,15:48,16:08,0.9,1.1,306706,366063,1595.1022560000001,0.000973012,"Greg, Sarah, Emma, Rachel, Melissa D.",0,24.5,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0009,NK 0009-2,27-May-14,Lake Erie,Detroit Rv. Plume into Erie,River plume,-83.120789,41.948616,-83.126328,41.960896,13:07,13:27,2.4,1.1,542811,605759,1690.603296,0.0010312680000000001,"Greg, Sarah, Rachel",0,351.19,36.2,8.953806667,0.616191667,19.84715741,18.41345,0.15683166699999998,-0.145515,53.441205000000004,1.466325,0.11830651
NK 0009,NK 0009-3,27-May-14,Lake Erie,Detroit Rv. Plume into Erie,River plume,-83.130824,41.970198,-83.135368,41.984507,13:42,14:02,1.9,2.4,605759,665230,1598.1657810000002,0.000974881,"Greg, Sarah, Rachel",0,110.36,26.11,9.08962,0.52342,18.97242222,18.14719445,0.07796,-0.19985999999999998,48.22432,1.43638,0.111414899
NK 0009,NK 0009-4,27-May-14,Lake Erie,Detroit Rv. Plume into Erie,River plume,-83.138720,41.986520,-83.140602,41.997082,14:10,14:30,2.0,2.7,665230,721496,1512.03773,0.0009223430000000001,"Greg, Sarah, Rachel",0,NA,196.38,11.39095,0.543366667,20.10900926,17.67179629,0.08748333300000001,-0.280716667,46.97716667,1.5337,0.130125782
NK 0010,NK 0010-1,30-May-14,Lake Erie,East Western Basin,Basin,-82.397476,41.679165,-82.392403,41.690037,09:08,09:28,2.4,2.1,721496,777068,1493.387849,0.0009109669999999999,"Greg, Sarah, Rachel",1,61.07,3.31,7.88508,0.173386667,14.81129259,15.88164445,-0.097666667,-0.029926667,241.07547999999997,1.7866733330000002,0.544584654
NK 0010,NK 0010-2,30-May-14,Lake Erie,East Western Basin,Basin,-82.389854,41.695938,-82.395821,41.683167,09:44,10:04,2.5,3.0,777068,835715,1576.022407,0.000961374,"Greg, Sarah, Rachel",0,37.34,1.58,6.829960000000001,0.17982,14.81965926,15.40984815,-0.08676,0.005273333000000001,242.0339867,1.8254133330000002,0.162017394
NK 0010,NK 0010-3,30-May-14,Lake Erie,East Western Basin,Basin,-82.396202,41.678909,-82.389763,41.688049,10:20,10:40,2.1,2.5,835715,881344,1226.189343,0.000747975,"Greg, Sarah, Rachel",0,35.37,1.62,8.142466667,0.3092,14.88079629,15.78727778,-0.11233333300000001,-0.016166667,240.6923333,1.803366667,0.175810778
NK 0011,NK 0011-2,3-Jun-14,Lake Erie,Cuyahoga Rv. Plume,River plume,-81.737727,41.534317,-,-,17:54,18:14,2.9,0.0,019706,079956,1619.099869,0.000987651,"Lauren, Rachel, Melissa",1,217.06,12.7,12.34641,0.21013,19.2796,18.02628334,0.2408,-0.04227,88.91066,2.6132400000000002,0.38307729799999996
NK 0011,NK 0011-3,3-Jun-14,Lake Erie,Cuyahoga Rv. Plume,River plume,-81.716627,41.511150,-81.711143,41.502748,18:28,18:50,2.7,3.3,079959,148105,1831.289289,0.001117086,"Lauren, Rachel, Melissa",1,158.47,29.34,11.55874667,0.029653332999999997,18.08385555,16.62135185,0.15977333300000002,0.091693333,112.17223999999999,2.405966667,0.331906852
NK 0011,NK 0011-4,3-Jun-14,Lake Erie,Cuyahoga Rv. Plume,River plume,-81.715615,41.508772,-81.714390,41.507820,19:06,19:27,2.5,3.1,148105,218099,1880.950643,0.00114738,"Lauren, Rachel, Melissa",1,162.14,13.77,2.20318,0.22214,17.49937222,16.54547222,0.13839,0.08176,112.74063000000001,2.4064400000000004,0.318800292
NK 0012,NK 0012-1,4-Jun-14,Lake Erie,West Central Basin,Basin,-81.924798,41.914432,-81.937800,41.925405,10:10,10:30,3.1,2.9,234553,301678,1803.851929,0.00110035,"Lauren, Rachel, Melissa",0,420.52,30.25,5.3592,0.807683333,17.74203704,16.53316666,0.27425,-0.22091666699999998,341.27363330000003,2.532116667,0.26714012800000003
NK 0012,NK 0012-2,4-Jun-14,Lake Erie,West Central Basin,Basin,-81.943657,41.932867,-81.955397,41.947225,10:44,11:04,2.6,3.0,301678,373178,1921.421421,0.001172067,"Lauren, Rachel, Melissa",0,522.38,35.92,6.325126667,0.658573333,17.73065185,16.44271111,0.356246667,-0.15214666699999999,341.5859133,2.595966667,0.280783142
NK 0012,NK 0012-3,4-Jun-14,Lake Erie,West Central Basin,Basin,-81.951334,41.942932,-81.937853,41.927905,11:17,11:37,3.2,3.1,373178,441568,1837.846308,0.001121086,"Lauren, Rachel, Melissa",0,533.86,36.03,6.8283883329999995,0.9076649999999999,17.21723889,16.58520926,0.238158333,-0.303231667,342.14272830000004,2.3041866669999997,0.221763493
US 0001,US 0001-2,10-Jun-14,Detroit Rv.,Upstream of Detroit WWTP,Urban,-83.079883,42.311233,-83.096702,42.293833,11:00,11:21,2.8,2.8,648885,698856,1342.872026,0.000819152,"Emma, Greg, Rachel, Melissa",1,610.35,43.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
US 0001,US 0001-3,10-Jun-14,Detroit Rv.,Upstream of Detroit WWTP,Urban,-83.098727,42.291443,-83.093138,42.296923,11:32,11:52,1.2,1.1,698860,769445,1896.832602,0.001157068,"Emma, Greg, Rachel, Melissa",0,NA,77.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
US 0001,US 0001-4,10-Jun-14,Detroit Rv.,Upstream of Detroit WWTP,Urban,-83.080727,42.309643,-83.098675,42.291258,12:12,12:32,4.4,3.0,769970,822528,1412.392546,0.0008615589999999999,"Emma, Greg, Rachel, Melissa",1,46.17,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
US 0001,US 0001-5,10-Jun-14,Detroit Rv.,Upstream of Detroit WWTP,Urban,-83.097970,42.292375,-83.090712,42.299218,12:56,01:26,1.0,0.9,"972046, 907835","062493, 994497",NA,NA,"Emma, Greg, Rachel, Melissa",0,88.51,5.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
US 0002,US 0002-1,10-Jun-14,Detroit Rv.,Detroit WWTP,WWTP,-83.106852,42.272385,-83.103337,42.283880,02:08,02:38,0.1,1.0,"062517, 994519","158153, 911980",NA,NA,"Emma, Greg, Rachel, Melissa",0,62.2,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
US 0002,US 0002-2,10-Jun-14,Detroit Rv.,Detroit WWTP,WWTP,-83.106932,42.275575,-83.121020,42.253470,03:16,03:36,3.5,2.8,822543,887666,1750.052129,0.001067532,"Emma, Greg, Rachel, Melissa",0,203.1,12.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
US 0002,US 0002-3,10-Jun-14,Detroit Rv.,Detroit WWTP,WWTP,-83.121302,42.252618,-83.116022,42.260550,03:39,03:59,2.0,0.5,887666,954965,1808.527836,0.001103202,"Emma, Greg, Rachel, Melissa",0,413.99,34.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
US 0002,US 0002-4,10-Jun-14,Detroit Rv.,Detroit WWTP,WWTP,-83.116082,42.260823,-83.110283,42.269845,04:07,04:27,1.9,0.6,955131,029825,2007.2538690000001,0.001224425,"Emma, Greg, Rachel, Melissa",0,322.21,30.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
NK 0013,NK 0013-1,11-Jun-14,Lake Erie,"Nearshore Geneva, OH",Non urban,-80.936306,41.871731,-80.939903,41.877010,03:53,04:13,2.7,2.3,029892,094339,1731.885963,0.00105645,"Emma, Greg, Rachel",1,56.02,5.12,11.04495,0.516588333,20.48239629,16.13806389,0.14689333300000001,0.007788333000000001,58.12835333,0.8348700000000001,0.044400247999999996
NK 0013,NK 0013-2,11-Jun-14,Lake Erie,"Nearshore Geneva, OH",Non urban,-80.940483,41.876671,-80.956856,41.871349,04:26,04:46,2.8,2.3,094340,154986,1629.741588,0.000994142,"Emma, Greg, Rachel",1,143.89,14.3,8.260993333,0.60882,20.4410963,16.47773889,0.14451,0.005716667,25.88417667,1.109546667,0.080183695
NK 0013,NK 0013-3,11-Jun-14,Lake Erie,"Nearshore Geneva, OH",Non urban,-80.956322,41.872089,-80.939514,41.877018,05:01,05:21,2.7,2.7,154986,218128,1696.8166629999998,0.001035058,"Emma, Greg, Rachel",1,99.31,6.56,7.314868333,0.9585299999999999,20.25933056,18.12666204,0.139191667,0.020213333,42.05090933,1.158021667,0.065686723
NK 0014,NK 0014-1,12-Jun-14,Lake Erie,Middle of Central Basin,Basin,-81.135582,42.279808,-81.136940,42.293335,08:46,09:06,3.3,2.5,220119,281195,1641.2969890000002,0.001001191,"Emma, Greg, Rachel",2,83.71,4.13,10.67458,0.74422,18.31719815,17.86202592,0.23259000000000002,0.043946667,349.2690233,3.3161866669999998,0.585727058
NK 0014,NK 0014-2,12-Jun-14,Lake Erie,Middle of Central Basin,Basin,-81.137047,42.292885,-81.135338,42.285557,09:17,09:37,1.7,1.6,281196,311758,821.2934472999999,0.000500989,"Emma, Greg, Rachel",2,46.2,2.29,9.573978333,0.925,18.62556574,18.43928055,0.189843333,-0.021196667000000002,352.239415,3.147328333,0.507701374
NK 0014,NK 0014-3,12-Jun-14,Lake Erie,Middle of Central Basin,Basin,-81.135925,42.284145,-81.137856,42.298660,09:48,10:08,2.6,2.4,311758,373224,1651.77747,0.001007584,"Emma, Greg, Rachel",2,49.19,3.15,9.81426,0.925,18.40635556,18.17517777,0.20524,0.00598,351.08296,3.20318,0.532583516
NK 0015,NK 0015-1,17-Jun-14,Lake Erie,Between Central and Eastern Basin,Basin,-80.151000,42.356000,-,-,07:58,08:18,2.0,NA,462903,523035,1615.928852,0.0009857169999999999,"Caitlin, Greg, Rachel",1,52.79,2.57,8.574303333,0.516293333,20.23956111,16.70967963,0.144053333,0.082576667,37.08972,2.328946667,0.252949484
